,Country/Region,Lat,Long,date,date_confirmed_cases
7485,Saudi Arabia,23.885942,45.079162,3/5/20,5.0
7486,Senegal,14.4974,-14.4524,3/5/20,4.0
7487,Serbia,44.0165,21.0059,3/5/20,0.0
7488,Seychelles,-4.6796,55.492,3/5/20,0.0
7489,Sierra Leone,8.460555000000001,-11.779889,3/5/20,0.0
7490,Singapore,1.2833,103.8333,3/5/20,117.0
7491,Slovakia,48.669,19.699,3/5/20,0.0
7492,Slovenia,46.1512,14.9955,3/5/20,2.0
7493,Somalia,5.152149,46.199616,3/5/20,0.0
7494,South Africa,-30.5595,22.9375,3/5/20,1.0
7495,South Sudan,6.8770000000000024,31.307,3/5/20,0.0
7496,Spain,40.463667,-3.7492199999999998,3/5/20,259.0
7497,Sri Lanka,7.873054,80.77179699999998,3/5/20,1.0
7498,Sudan,12.8628,30.2176,3/5/20,0.0
7499,Suriname,3.9193,-56.0278,3/5/20,0.0
7500,Sweden,60.128161,18.643501,3/5/20,94.0
7501,Switzerland,46.8182,8.2275,3/5/20,114.0
7502,Syria,34.802075,38.99681500000001,3/5/20,0.0
7503,Taiwan*,23.7,121.0,3/5/20,44.0
7504,Tajikistan,38.861,71.2761,3/5/20,0.0
7505,Tanzania,-6.369028,34.888822,3/5/20,0.0
7506,Thailand,15.870032,100.992541,3/5/20,47.0
7507,Togo,8.6195,0.8248,3/5/20,0.0
7508,Trinidad and Tobago,10.6918,-61.2225,3/5/20,0.0
7509,Tunisia,33.886917,9.537499,3/5/20,1.0
7510,Turkey,38.9637,35.2433,3/5/20,0.0
7511,US,40.0,-100.0,3/5/20,174.0
7512,Uganda,1.373333,32.290275,3/5/20,0.0
7513,Ukraine,48.3794,31.1656,3/5/20,1.0
7514,United Arab Emirates,23.424076,53.847818000000004,3/5/20,29.0
7515,United Kingdom,24.548172545454545,-43.90224236363636,3/5/20,26.818181818181817
7516,Uruguay,-32.5228,-55.7658,3/5/20,0.0
7517,Uzbekistan,41.377491,64.585262,3/5/20,0.0
7518,Venezuela,6.4238,-66.5897,3/5/20,0.0
7519,Vietnam,14.058323999999999,108.277199,3/5/20,16.0
7520,West Bank and Gaza,31.9522,35.2332,3/5/20,4.0
7521,Yemen,15.552726999999999,48.516388,3/5/20,0.0
7522,Zambia,-13.133897,27.849332,3/5/20,0.0
7523,Zimbabwe,-19.015438,29.154857,3/5/20,0.0
7524,Afghanistan,33.93911,67.709953,3/6/20,1.0
7525,Albania,41.1533,20.1683,3/6/20,0.0
7526,Algeria,28.0339,1.6596,3/6/20,17.0
7527,Andorra,42.5063,1.5218,3/6/20,1.0
7528,Angola,-11.2027,17.8739,3/6/20,0.0
7529,Argentina,-38.4161,-63.6167,3/6/20,2.0
7530,Armenia,40.0691,45.0382,3/6/20,1.0
7531,Australia,-32.106275000000004,141.35548749999998,3/6/20,7.5
7532,Austria,47.5162,14.5501,3/6/20,55.0
7533,Azerbaijan,40.1431,47.5769,3/6/20,6.0
7534,Bahamas,25.025885,-78.035889,3/6/20,0.0
7535,Bahrain,26.0275,50.55,3/6/20,60.0
7536,Bangladesh,23.685,90.3563,3/6/20,0.0
7537,Barbados,13.1939,-59.5432,3/6/20,0.0
7538,Belarus,53.7098,27.9534,3/6/20,6.0
7539,Belgium,50.8333,4.469936,3/6/20,109.0
7540,Benin,9.3077,2.3158,3/6/20,0.0
7541,Bolivia,-16.2902,-63.5887,3/6/20,0.0
7542,Bosnia and Herzegovina,43.9159,17.6791,3/6/20,2.0
7543,Botswana,-22.3285,24.6849,3/6/20,0.0
7544,Brazil,-14.235,-51.9253,3/6/20,13.0
7545,Brunei,4.5353,114.7277,3/6/20,0.0
7546,Bulgaria,42.7339,25.4858,3/6/20,0.0
7547,Burkina Faso,12.2383,-1.5616,3/6/20,0.0
7548,Burma,21.9162,95.956,3/6/20,0.0
7549,Burundi,-3.3731,29.9189,3/6/20,0.0
7550,Cabo Verde,16.5388,-23.0418,3/6/20,0.0
7551,Cambodia,11.55,104.9167,3/6/20,1.0
7552,Cameroon,3.8480000000000003,11.5021,3/6/20,1.0
7553,Canada,45.61112857142857,-79.96359285714286,3/6/20,3.5
7554,Central African Republic,6.6111,20.9394,3/6/20,0.0
7555,Chad,15.4542,18.7322,3/6/20,0.0
7556,Chile,-35.6751,-71.543,3/6/20,4.0
7557,China,32.887645454545456,111.78599090909094,3/6/20,2445.151515151515
7558,Colombia,4.5709,-74.2973,3/6/20,1.0
7559,Comoros,-11.6455,43.3333,3/6/20,0.0
7560,Congo (Brazzaville),-0.228,15.8277,3/6/20,0.0
7561,Congo (Kinshasa),-4.0383,21.7587,3/6/20,0.0
7562,Costa Rica,9.7489,-83.7534,3/6/20,1.0
7563,Cote d'Ivoire,7.54,-5.5471,3/6/20,0.0
7564,Croatia,45.1,15.2,3/6/20,11.0
7565,Cuba,21.521757,-77.78116700000002,3/6/20,0.0
7566,Cyprus,35.1264,33.4299,3/6/20,0.0
7567,Czechia,49.8175,15.472999999999999,3/6/20,18.0
7568,Denmark,63.287800000000004,-13.338100000000003,3/6/20,8.0
7569,Diamond Princess,0.0,0.0,3/6/20,706.0
7570,Djibouti,11.8251,42.5903,3/6/20,0.0
7571,Dominican Republic,18.7357,-70.1627,3/6/20,2.0
7572,Ecuador,-1.8312,-78.1834,3/6/20,13.0
7573,Egypt,26.820553000000004,30.802497999999996,3/6/20,15.0
7574,El Salvador,13.7942,-88.8965,3/6/20,0.0
7575,Equatorial Guinea,1.6508,10.2679,3/6/20,0.0
7576,Eritrea,15.1794,39.7823,3/6/20,0.0
7577,Estonia,58.5953,25.0136,3/6/20,10.0
7578,Eswatini,-26.5225,31.4659,3/6/20,0.0
7579,Ethiopia,9.145,40.4897,3/6/20,0.0
7580,Finland,61.92411,25.748151,3/6/20,15.0
7581,France,8.308854090909092,5.458262363636362,3/6/20,59.63636363636363
7582,Gabon,-0.8037,11.6094,3/6/20,0.0
7583,Georgia,42.3154,43.3569,3/6/20,4.0
7584,Germany,51.165690999999995,10.451526,3/6/20,670.0
7585,Ghana,7.9465,-1.0232,3/6/20,0.0
7586,Greece,39.0742,21.8243,3/6/20,45.0
7587,Guatemala,15.7835,-90.2308,3/6/20,0.0
7588,Guinea,9.9456,-9.6966,3/6/20,0.0
7589,Guinea-Bissau,11.8037,-15.1804,3/6/20,0.0
7590,Guyana,4.860416000000002,-58.93018000000001,3/6/20,0.0
7591,Haiti,18.9712,-72.2852,3/6/20,0.0
7592,Honduras,15.2,-86.2419,3/6/20,0.0
7593,Hungary,47.1625,19.5033,3/6/20,2.0
7594,Iceland,64.9631,-19.0208,3/6/20,43.0
7595,India,20.593684,78.96288,3/6/20,31.0
7596,Indonesia,-0.7893,113.9213,3/6/20,4.0
7597,Iran,32.427908,53.68804599999999,3/6/20,4747.0
7598,Iraq,33.223191,43.679291,3/6/20,40.0
7599,Ireland,53.1424,-7.6921,3/6/20,18.0
7600,Israel,31.046051000000002,34.851612,3/6/20,37.0
7601,Italy,41.87194,12.56738,3/6/20,4636.0
7602,Jamaica,18.1096,-77.2975,3/6/20,0.0
7603,Japan,36.204824,138.252924,3/6/20,420.0
7604,Jordan,31.24,36.51,3/6/20,1.0
7605,Kazakhstan,48.0196,66.9237,3/6/20,0.0
7606,Kenya,-0.0236,37.9062,3/6/20,0.0
7607,"Korea, South",35.90775700000001,127.766922,3/6/20,6593.0
7608,Kosovo,42.602636,20.902977,3/6/20,0.0
7609,Kuwait,29.311659999999996,47.481766,3/6/20,58.0
7610,Kyrgyzstan,41.20438,74.766098,3/6/20,0.0
7611,Latvia,56.8796,24.6032,3/6/20,1.0
7612,Lebanon,33.8547,35.8623,3/6/20,22.0
7613,Lesotho,-29.61,28.2336,3/6/20,0.0
7614,Liberia,6.4280550000000005,-9.429499,3/6/20,0.0
7615,Libya,26.3351,17.228331,3/6/20,0.0
7616,Lithuania,55.1694,23.8813,3/6/20,1.0
7617,Luxembourg,49.8153,6.1296,3/6/20,2.0
7618,Madagascar,-18.766947000000002,46.869107,3/6/20,0.0
7619,Malawi,-13.2543,34.3015,3/6/20,0.0
7620,Malaysia,4.210483999999999,101.97576600000001,3/6/20,83.0
7621,Maldives,3.2028,73.2207,3/6/20,0.0
7622,Mali,17.570692,-3.996166000000001,3/6/20,0.0
7623,Malta,35.9375,14.3754,3/6/20,0.0
7624,Mauritania,21.0079,-10.9408,3/6/20,0.0
7625,Mauritius,-20.348404000000002,57.552152,3/6/20,0.0
7626,Mexico,23.6345,-102.5528,3/6/20,6.0
7627,Moldova,47.4116,28.3699,3/6/20,0.0
7628,Monaco,43.7333,7.4167,3/6/20,1.0
7629,Mongolia,46.8625,103.8467,3/6/20,0.0
7630,Montenegro,42.708678000000006,19.37439,3/6/20,0.0
7631,Morocco,31.7917,-7.0926,3/6/20,2.0
7632,Mozambique,-18.665695,35.529562,3/6/20,0.0
7633,Namibia,-22.9576,18.4904,3/6/20,0.0
7634,Nepal,28.1667,84.25,3/6/20,1.0
7635,Netherlands,21.408839999999998,-52.99206,3/6/20,25.6
7636,New Zealand,-40.9006,174.886,3/6/20,4.0
7637,Nicaragua,12.865416,-85.207229,3/6/20,0.0
7638,Niger,17.607789,8.081666,3/6/20,0.0
7639,Nigeria,9.082,8.6753,3/6/20,1.0
7640,North Macedonia,41.6086,21.7453,3/6/20,3.0
7641,Norway,60.472,8.4689,3/6/20,108.0
7642,Oman,21.512583,55.92325500000001,3/6/20,16.0
7643,Pakistan,30.3753,69.3451,3/6/20,6.0
7644,Panama,8.538,-80.7821,3/6/20,0.0
7645,Paraguay,-23.4425,-58.4438,3/6/20,0.0
7646,Peru,-9.19,-75.0152,3/6/20,1.0
7647,Philippines,12.879721,121.77401699999999,3/6/20,5.0
7648,Poland,51.9194,19.1451,3/6/20,5.0
7649,Portugal,39.3999,-8.2245,3/6/20,13.0
7650,Qatar,25.3548,51.1839,3/6/20,8.0
7651,Romania,45.9432,24.9668,3/6/20,9.0
7652,Russia,61.52401,105.31875600000001,3/6/20,13.0
7653,Rwanda,-1.9403,29.8739,3/6/20,0.0
7654,San Marino,43.9424,12.4578,3/6/20,21.0
7655,Sao Tome and Principe,0.1864,6.6131,3/6/20,0.0
7656,Saudi Arabia,23.885942,45.079162,3/6/20,5.0
7657,Senegal,14.4974,-14.4524,3/6/20,4.0
7658,Serbia,44.0165,21.0059,3/6/20,1.0
7659,Seychelles,-4.6796,55.492,3/6/20,0.0
7660,Sierra Leone,8.460555000000001,-11.779889,3/6/20,0.0
7661,Singapore,1.2833,103.8333,3/6/20,130.0
7662,Slovakia,48.669,19.699,3/6/20,1.0
7663,Slovenia,46.1512,14.9955,3/6/20,7.0
7664,Somalia,5.152149,46.199616,3/6/20,0.0
7665,South Africa,-30.5595,22.9375,3/6/20,1.0
7666,South Sudan,6.8770000000000024,31.307,3/6/20,0.0
7667,Spain,40.463667,-3.7492199999999998,3/6/20,400.0
7668,Sri Lanka,7.873054,80.77179699999998,3/6/20,1.0
7669,Sudan,12.8628,30.2176,3/6/20,0.0
7670,Suriname,3.9193,-56.0278,3/6/20,0.0
7671,Sweden,60.128161,18.643501,3/6/20,101.0
7672,Switzerland,46.8182,8.2275,3/6/20,214.0
7673,Syria,34.802075,38.99681500000001,3/6/20,0.0
7674,Taiwan*,23.7,121.0,3/6/20,45.0
7675,Tajikistan,38.861,71.2761,3/6/20,0.0
7676,Tanzania,-6.369028,34.888822,3/6/20,0.0
7677,Thailand,15.870032,100.992541,3/6/20,48.0
7678,Togo,8.6195,0.8248,3/6/20,1.0
7679,Trinidad and Tobago,10.6918,-61.2225,3/6/20,0.0
7680,Tunisia,33.886917,9.537499,3/6/20,1.0
7681,Turkey,38.9637,35.2433,3/6/20,0.0
7682,US,40.0,-100.0,3/6/20,222.0
7683,Uganda,1.373333,32.290275,3/6/20,0.0
7684,Ukraine,48.3794,31.1656,3/6/20,1.0
7685,United Arab Emirates,23.424076,53.847818000000004,3/6/20,29.0
7686,United Kingdom,24.548172545454545,-43.90224236363636,3/6/20,34.0
7687,Uruguay,-32.5228,-55.7658,3/6/20,0.0
7688,Uzbekistan,41.377491,64.585262,3/6/20,0.0
7689,Venezuela,6.4238,-66.5897,3/6/20,0.0
7690,Vietnam,14.058323999999999,108.277199,3/6/20,16.0
7691,West Bank and Gaza,31.9522,35.2332,3/6/20,7.0
7692,Yemen,15.552726999999999,48.516388,3/6/20,0.0
7693,Zambia,-13.133897,27.849332,3/6/20,0.0
7694,Zimbabwe,-19.015438,29.154857,3/6/20,0.0
7695,Afghanistan,33.93911,67.709953,3/7/20,1.0
7696,Albania,41.1533,20.1683,3/7/20,0.0
7697,Algeria,28.0339,1.6596,3/7/20,17.0
7698,Andorra,42.5063,1.5218,3/7/20,1.0
7699,Angola,-11.2027,17.8739,3/7/20,0.0
7700,Argentina,-38.4161,-63.6167,3/7/20,8.0
7701,Armenia,40.0691,45.0382,3/7/20,1.0
7702,Australia,-32.106275000000004,141.35548749999998,3/7/20,7.875
7703,Austria,47.5162,14.5501,3/7/20,79.0
7704,Azerbaijan,40.1431,47.5769,3/7/20,9.0
7705,Bahamas,25.025885,-78.035889,3/7/20,0.0
7706,Bahrain,26.0275,50.55,3/7/20,85.0
7707,Bangladesh,23.685,90.3563,3/7/20,0.0
7708,Barbados,13.1939,-59.5432,3/7/20,0.0
7709,Belarus,53.7098,27.9534,3/7/20,6.0
7710,Belgium,50.8333,4.469936,3/7/20,169.0
7711,Benin,9.3077,2.3158,3/7/20,0.0
7712,Bolivia,-16.2902,-63.5887,3/7/20,0.0
7713,Bosnia and Herzegovina,43.9159,17.6791,3/7/20,3.0
7714,Botswana,-22.3285,24.6849,3/7/20,0.0
7715,Brazil,-14.235,-51.9253,3/7/20,13.0
7716,Brunei,4.5353,114.7277,3/7/20,0.0
7717,Bulgaria,42.7339,25.4858,3/7/20,0.0
7718,Burkina Faso,12.2383,-1.5616,3/7/20,0.0
7719,Burma,21.9162,95.956,3/7/20,0.0
7720,Burundi,-3.3731,29.9189,3/7/20,0.0
7721,Cabo Verde,16.5388,-23.0418,3/7/20,0.0
7722,Cambodia,11.55,104.9167,3/7/20,1.0
7723,Cameroon,3.8480000000000003,11.5021,3/7/20,1.0
7724,Canada,45.61112857142857,-79.96359285714286,3/7/20,3.857142857142857
7725,Central African Republic,6.6111,20.9394,3/7/20,0.0
7726,Chad,15.4542,18.7322,3/7/20,0.0
7727,Chile,-35.6751,-71.543,3/7/20,4.0
7728,China,32.887645454545456,111.78599090909094,3/7/20,2447.5757575757575
7729,Colombia,4.5709,-74.2973,3/7/20,1.0
7730,Comoros,-11.6455,43.3333,3/7/20,0.0
7731,Congo (Brazzaville),-0.228,15.8277,3/7/20,0.0
7732,Congo (Kinshasa),-4.0383,21.7587,3/7/20,0.0
7733,Costa Rica,9.7489,-83.7534,3/7/20,1.0
7734,Cote d'Ivoire,7.54,-5.5471,3/7/20,0.0
7735,Croatia,45.1,15.2,3/7/20,12.0
7736,Cuba,21.521757,-77.78116700000002,3/7/20,0.0
7737,Cyprus,35.1264,33.4299,3/7/20,0.0
7738,Czechia,49.8175,15.472999999999999,3/7/20,19.0
7739,Denmark,63.287800000000004,-13.338100000000003,3/7/20,8.0
7740,Diamond Princess,0.0,0.0,3/7/20,706.0
7741,Djibouti,11.8251,42.5903,3/7/20,0.0
7742,Dominican Republic,18.7357,-70.1627,3/7/20,2.0
7743,Ecuador,-1.8312,-78.1834,3/7/20,13.0
7744,Egypt,26.820553000000004,30.802497999999996,3/7/20,15.0
7745,El Salvador,13.7942,-88.8965,3/7/20,0.0
7746,Equatorial Guinea,1.6508,10.2679,3/7/20,0.0
7747,Eritrea,15.1794,39.7823,3/7/20,0.0
7748,Estonia,58.5953,25.0136,3/7/20,10.0
7749,Eswatini,-26.5225,31.4659,3/7/20,0.0
7750,Ethiopia,9.145,40.4897,3/7/20,0.0
7751,Finland,61.92411,25.748151,3/7/20,15.0
7752,France,8.308854090909092,5.458262363636362,3/7/20,87.18181818181819
7753,Gabon,-0.8037,11.6094,3/7/20,0.0
7754,Georgia,42.3154,43.3569,3/7/20,4.0
7755,Germany,51.165690999999995,10.451526,3/7/20,799.0
7756,Ghana,7.9465,-1.0232,3/7/20,0.0
7757,Greece,39.0742,21.8243,3/7/20,46.0
7758,Guatemala,15.7835,-90.2308,3/7/20,0.0
7759,Guinea,9.9456,-9.6966,3/7/20,0.0
7760,Guinea-Bissau,11.8037,-15.1804,3/7/20,0.0
7761,Guyana,4.860416000000002,-58.93018000000001,3/7/20,0.0
7762,Haiti,18.9712,-72.2852,3/7/20,0.0
7763,Honduras,15.2,-86.2419,3/7/20,0.0
7764,Hungary,47.1625,19.5033,3/7/20,4.0
7765,Iceland,64.9631,-19.0208,3/7/20,50.0
7766,India,20.593684,78.96288,3/7/20,34.0
7767,Indonesia,-0.7893,113.9213,3/7/20,4.0
7768,Iran,32.427908,53.68804599999999,3/7/20,5823.0
7769,Iraq,33.223191,43.679291,3/7/20,54.0
7770,Ireland,53.1424,-7.6921,3/7/20,18.0
7771,Israel,31.046051000000002,34.851612,3/7/20,43.0
7772,Italy,41.87194,12.56738,3/7/20,5883.0
7773,Jamaica,18.1096,-77.2975,3/7/20,0.0
7774,Japan,36.204824,138.252924,3/7/20,466.0
7775,Jordan,31.24,36.51,3/7/20,1.0
7776,Kazakhstan,48.0196,66.9237,3/7/20,0.0
7777,Kenya,-0.0236,37.9062,3/7/20,0.0
7778,"Korea, South",35.90775700000001,127.766922,3/7/20,7041.0
7779,Kosovo,42.602636,20.902977,3/7/20,0.0
7780,Kuwait,29.311659999999996,47.481766,3/7/20,61.0
7781,Kyrgyzstan,41.20438,74.766098,3/7/20,0.0
7782,Latvia,56.8796,24.6032,3/7/20,1.0
7783,Lebanon,33.8547,35.8623,3/7/20,22.0
7784,Lesotho,-29.61,28.2336,3/7/20,0.0
7785,Liberia,6.4280550000000005,-9.429499,3/7/20,0.0
7786,Libya,26.3351,17.228331,3/7/20,0.0
7787,Lithuania,55.1694,23.8813,3/7/20,1.0
7788,Luxembourg,49.8153,6.1296,3/7/20,2.0
7789,Madagascar,-18.766947000000002,46.869107,3/7/20,0.0
7790,Malawi,-13.2543,34.3015,3/7/20,0.0
7791,Malaysia,4.210483999999999,101.97576600000001,3/7/20,93.0
7792,Maldives,3.2028,73.2207,3/7/20,0.0
7793,Mali,17.570692,-3.996166000000001,3/7/20,0.0
7794,Malta,35.9375,14.3754,3/7/20,3.0
7795,Mauritania,21.0079,-10.9408,3/7/20,0.0
7796,Mauritius,-20.348404000000002,57.552152,3/7/20,0.0
7797,Mexico,23.6345,-102.5528,3/7/20,6.0
7798,Moldova,47.4116,28.3699,3/7/20,0.0
7799,Monaco,43.7333,7.4167,3/7/20,1.0
7800,Mongolia,46.8625,103.8467,3/7/20,0.0
7801,Montenegro,42.708678000000006,19.37439,3/7/20,0.0
7802,Morocco,31.7917,-7.0926,3/7/20,2.0
7803,Mozambique,-18.665695,35.529562,3/7/20,0.0
7804,Namibia,-22.9576,18.4904,3/7/20,0.0
7805,Nepal,28.1667,84.25,3/7/20,1.0
7806,Netherlands,21.408839999999998,-52.99206,3/7/20,37.6
7807,New Zealand,-40.9006,174.886,3/7/20,5.0
7808,Nicaragua,12.865416,-85.207229,3/7/20,0.0
7809,Niger,17.607789,8.081666,3/7/20,0.0
7810,Nigeria,9.082,8.6753,3/7/20,1.0
7811,North Macedonia,41.6086,21.7453,3/7/20,3.0
7812,Norway,60.472,8.4689,3/7/20,147.0
7813,Oman,21.512583,55.92325500000001,3/7/20,16.0
7814,Pakistan,30.3753,69.3451,3/7/20,6.0
7815,Panama,8.538,-80.7821,3/7/20,0.0
7816,Paraguay,-23.4425,-58.4438,3/7/20,0.0
7817,Peru,-9.19,-75.0152,3/7/20,1.0
7818,Philippines,12.879721,121.77401699999999,3/7/20,6.0
7819,Poland,51.9194,19.1451,3/7/20,5.0
7820,Portugal,39.3999,-8.2245,3/7/20,20.0
7821,Qatar,25.3548,51.1839,3/7/20,8.0
7822,Romania,45.9432,24.9668,3/7/20,9.0
7823,Russia,61.52401,105.31875600000001,3/7/20,13.0
7824,Rwanda,-1.9403,29.8739,3/7/20,0.0
7825,San Marino,43.9424,12.4578,3/7/20,23.0
7826,Sao Tome and Principe,0.1864,6.6131,3/7/20,0.0
7827,Saudi Arabia,23.885942,45.079162,3/7/20,5.0
7828,Senegal,14.4974,-14.4524,3/7/20,4.0
7829,Serbia,44.0165,21.0059,3/7/20,1.0
7830,Seychelles,-4.6796,55.492,3/7/20,0.0
7831,Sierra Leone,8.460555000000001,-11.779889,3/7/20,0.0
7832,Singapore,1.2833,103.8333,3/7/20,138.0
7833,Slovakia,48.669,19.699,3/7/20,1.0
7834,Slovenia,46.1512,14.9955,3/7/20,7.0
7835,Somalia,5.152149,46.199616,3/7/20,0.0
7836,South Africa,-30.5595,22.9375,3/7/20,1.0
7837,South Sudan,6.8770000000000024,31.307,3/7/20,0.0
7838,Spain,40.463667,-3.7492199999999998,3/7/20,500.0
7839,Sri Lanka,7.873054,80.77179699999998,3/7/20,1.0
7840,Sudan,12.8628,30.2176,3/7/20,0.0
7841,Suriname,3.9193,-56.0278,3/7/20,0.0
7842,Sweden,60.128161,18.643501,3/7/20,161.0
7843,Switzerland,46.8182,8.2275,3/7/20,268.0
7844,Syria,34.802075,38.99681500000001,3/7/20,0.0
7845,Taiwan*,23.7,121.0,3/7/20,45.0
7846,Tajikistan,38.861,71.2761,3/7/20,0.0
7847,Tanzania,-6.369028,34.888822,3/7/20,0.0
7848,Thailand,15.870032,100.992541,3/7/20,50.0
7849,Togo,8.6195,0.8248,3/7/20,1.0
7850,Trinidad and Tobago,10.6918,-61.2225,3/7/20,0.0
7851,Tunisia,33.886917,9.537499,3/7/20,1.0
7852,Turkey,38.9637,35.2433,3/7/20,0.0
7853,US,40.0,-100.0,3/7/20,337.0
7854,Uganda,1.373333,32.290275,3/7/20,0.0
7855,Ukraine,48.3794,31.1656,3/7/20,1.0
7856,United Arab Emirates,23.424076,53.847818000000004,3/7/20,45.0
7857,United Kingdom,24.548172545454545,-43.90224236363636,3/7/20,39.0
7858,Uruguay,-32.5228,-55.7658,3/7/20,0.0
7859,Uzbekistan,41.377491,64.585262,3/7/20,0.0
7860,Venezuela,6.4238,-66.5897,3/7/20,0.0
7861,Vietnam,14.058323999999999,108.277199,3/7/20,18.0
7862,West Bank and Gaza,31.9522,35.2332,3/7/20,16.0
7863,Yemen,15.552726999999999,48.516388,3/7/20,0.0
7864,Zambia,-13.133897,27.849332,3/7/20,0.0
7865,Zimbabwe,-19.015438,29.154857,3/7/20,0.0
7866,Afghanistan,33.93911,67.709953,3/8/20,4.0
7867,Albania,41.1533,20.1683,3/8/20,0.0
7868,Algeria,28.0339,1.6596,3/8/20,19.0
7869,Andorra,42.5063,1.5218,3/8/20,1.0
7870,Angola,-11.2027,17.8739,3/8/20,0.0
7871,Argentina,-38.4161,-63.6167,3/8/20,12.0
7872,Armenia,40.0691,45.0382,3/8/20,1.0
7873,Australia,-32.106275000000004,141.35548749999998,3/8/20,9.5
7874,Austria,47.5162,14.5501,3/8/20,104.0
7875,Azerbaijan,40.1431,47.5769,3/8/20,9.0
7876,Bahamas,25.025885,-78.035889,3/8/20,0.0
7877,Bahrain,26.0275,50.55,3/8/20,85.0
7878,Bangladesh,23.685,90.3563,3/8/20,3.0
7879,Barbados,13.1939,-59.5432,3/8/20,0.0
7880,Belarus,53.7098,27.9534,3/8/20,6.0
7881,Belgium,50.8333,4.469936,3/8/20,200.0
7882,Benin,9.3077,2.3158,3/8/20,0.0
7883,Bolivia,-16.2902,-63.5887,3/8/20,0.0
7884,Bosnia and Herzegovina,43.9159,17.6791,3/8/20,3.0
7885,Botswana,-22.3285,24.6849,3/8/20,0.0
7886,Brazil,-14.235,-51.9253,3/8/20,20.0
7887,Brunei,4.5353,114.7277,3/8/20,0.0
7888,Bulgaria,42.7339,25.4858,3/8/20,4.0
7889,Burkina Faso,12.2383,-1.5616,3/8/20,0.0
7890,Burma,21.9162,95.956,3/8/20,0.0
7891,Burundi,-3.3731,29.9189,3/8/20,0.0
7892,Cabo Verde,16.5388,-23.0418,3/8/20,0.0
7893,Cambodia,11.55,104.9167,3/8/20,2.0
7894,Cameroon,3.8480000000000003,11.5021,3/8/20,2.0
7895,Canada,45.61112857142857,-79.96359285714286,3/8/20,4.571428571428571
7896,Central African Republic,6.6111,20.9394,3/8/20,0.0
7897,Chad,15.4542,18.7322,3/8/20,0.0
7898,Chile,-35.6751,-71.543,3/8/20,8.0
7899,China,32.887645454545456,111.78599090909094,3/8/20,2449.181818181818
7900,Colombia,4.5709,-74.2973,3/8/20,1.0
7901,Comoros,-11.6455,43.3333,3/8/20,0.0
7902,Congo (Brazzaville),-0.228,15.8277,3/8/20,0.0
7903,Congo (Kinshasa),-4.0383,21.7587,3/8/20,0.0
7904,Costa Rica,9.7489,-83.7534,3/8/20,5.0
7905,Cote d'Ivoire,7.54,-5.5471,3/8/20,0.0
7906,Croatia,45.1,15.2,3/8/20,12.0
7907,Cuba,21.521757,-77.78116700000002,3/8/20,0.0
7908,Cyprus,35.1264,33.4299,3/8/20,0.0
7909,Czechia,49.8175,15.472999999999999,3/8/20,31.0
7910,Denmark,63.287800000000004,-13.338100000000003,3/8/20,12.333333333333334
7911,Diamond Princess,0.0,0.0,3/8/20,706.0
7912,Djibouti,11.8251,42.5903,3/8/20,0.0
7913,Dominican Republic,18.7357,-70.1627,3/8/20,5.0
7914,Ecuador,-1.8312,-78.1834,3/8/20,14.0
7915,Egypt,26.820553000000004,30.802497999999996,3/8/20,49.0
7916,El Salvador,13.7942,-88.8965,3/8/20,0.0
7917,Equatorial Guinea,1.6508,10.2679,3/8/20,0.0
7918,Eritrea,15.1794,39.7823,3/8/20,0.0
7919,Estonia,58.5953,25.0136,3/8/20,10.0
7920,Eswatini,-26.5225,31.4659,3/8/20,0.0
7921,Ethiopia,9.145,40.4897,3/8/20,0.0
7922,Finland,61.92411,25.748151,3/8/20,23.0
7923,France,8.308854090909092,5.458262363636362,3/8/20,103.27272727272727
7924,Gabon,-0.8037,11.6094,3/8/20,0.0
7925,Georgia,42.3154,43.3569,3/8/20,13.0
7926,Germany,51.165690999999995,10.451526,3/8/20,1040.0
7927,Ghana,7.9465,-1.0232,3/8/20,0.0
7928,Greece,39.0742,21.8243,3/8/20,73.0
7929,Guatemala,15.7835,-90.2308,3/8/20,0.0
7930,Guinea,9.9456,-9.6966,3/8/20,0.0
7931,Guinea-Bissau,11.8037,-15.1804,3/8/20,0.0
7932,Guyana,4.860416000000002,-58.93018000000001,3/8/20,0.0
7933,Haiti,18.9712,-72.2852,3/8/20,0.0
7934,Honduras,15.2,-86.2419,3/8/20,0.0
7935,Hungary,47.1625,19.5033,3/8/20,7.0
7936,Iceland,64.9631,-19.0208,3/8/20,50.0
7937,India,20.593684,78.96288,3/8/20,39.0
7938,Indonesia,-0.7893,113.9213,3/8/20,6.0
7939,Iran,32.427908,53.68804599999999,3/8/20,6566.0
7940,Iraq,33.223191,43.679291,3/8/20,60.0
7941,Ireland,53.1424,-7.6921,3/8/20,19.0
7942,Israel,31.046051000000002,34.851612,3/8/20,61.0
7943,Italy,41.87194,12.56738,3/8/20,7375.0
7944,Jamaica,18.1096,-77.2975,3/8/20,0.0
7945,Japan,36.204824,138.252924,3/8/20,499.0
7946,Jordan,31.24,36.51,3/8/20,1.0
7947,Kazakhstan,48.0196,66.9237,3/8/20,0.0
7948,Kenya,-0.0236,37.9062,3/8/20,0.0
7949,"Korea, South",35.90775700000001,127.766922,3/8/20,7314.0
7950,Kosovo,42.602636,20.902977,3/8/20,0.0
7951,Kuwait,29.311659999999996,47.481766,3/8/20,64.0
